question_text,document_title,language,annotations,document_plaintext,document_url,answer_start,answer_text,question_text_tokenized,document_plaintext_tokenized,answer_text_tokenized,labels
ナポレオン・ボナパルドの出身は,ナポレオン・ボナパルト,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",ナポレオンの勢力はイギリス・スウェーデンを除くヨーロッパ全土を制圧し、イタリア・ドイツ西南部諸国・ポーランドはフランス帝国の属国に、ドイツ系の残る二大国、オーストリア・プロイセンも従属的な同盟国となった。この頃がナポレオンの絶頂期と評される。しかし、軍事費は高くついた。ナポレオンはストラスブールのラビであるを呼んでを開かせたのである。,https://ja.wikipedia.org/wiki/%E3%83%8A%E3%83%9D%E3%83%AC%E3%82%AA%E3%83%B3%E3%83%BB%E3%83%9C%E3%83%8A%E3%83%91%E3%83%AB%E3%83%88,[-1],[''],"['ナポレオン', '・', 'ボナ', 'パルド', 'の', '出身', 'は']","['ナポレオン', 'の', '勢力', 'は', 'イギリス', '・', 'スウェーデン', 'を', '除く', 'ヨーロッパ', '全土', 'を', '制圧', 'し', '、', 'イタリア', '・', 'ドイツ', '西南', '部', '諸国', '・', 'ポーランド', 'は', 'フランス', '帝国', 'の', '属国', 'に', '、', 'ドイツ', '系', 'の', '残る', '二', '大国', '、', 'オーストリア', '・', 'プロイセン', 'も', '従属', '的', 'な', '同盟', '国', 'と', 'なっ', 'た', '。', 'この頃', 'が', 'ナポレオン', 'の', '絶頂', '期', 'と', '評さ', 'れる', '。', 'しかし', '、', '軍事', '費', 'は', '高く', 'つい', 'た', '。', 'ナポレオン', 'は', 'ストラスブール', 'の', 'ラビ', 'で', 'ある', 'を', '呼ん', 'で', 'を', '開か', 'せ', 'た', 'の', 'で', 'ある', '。']",[],0
パレスチナがイギリスの統治から解放されたのはいつ？,イギリス委任統治領パレスチナ,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","この委任統治領へ与えられる名は、ヨーロッパでもなじみのある伝統的な呼称である「パレスチナ」であった。委任統治決議では、パレスチナには英語・アラビア語・ヘブライ語の三つの公用語が用いられることになっていた（第22条）。これによりイギリス当局は、アラビア語でもヘブライ語でも、英語の「パレスチナ」に相当する呼び方（アラビア語の「フィラスティーン」 filasţīn, فلسطين およびヘブライ語のパレスティナ palestína, פּלשׂתינה）を使用することを決定した。これに対し、ユダヤ人指導部はヘブライ語での正式名称を「イスラエルの地」を意味する「エレツ・イスラエル」（Eretz Yisra′el, ארץ ישׂראל）にすることを求めたが、最終的には妥協し、ヘブライ語での公式文書で「パレスチナ」と呼称する度に、カッコ付きで「エレツ・イスラエル」の頭文字であるヘブライ文字のアレフとヨッドを表記する（つまり、 (א″י) という表記が必ず付く）こととした。アラブ人指導層はこれを委任統治決議の侵害として抗議した。アラブ人政治家の中には、アラブ側も独自の名称を公式文書の中に認めさせようとし、「南シリア」（سوريا الجنوبية）が提案されたが、イギリス当局は却下している[31]。",https://ja.wikipedia.org/wiki/%E3%82%A4%E3%82%AE%E3%83%AA%E3%82%B9%E5%A7%94%E4%BB%BB%E7%B5%B1%E6%B2%BB%E9%A0%98%E3%83%91%E3%83%AC%E3%82%B9%E3%83%81%E3%83%8A,[-1],[''],"['パレスチナ', 'が', 'イギリス', 'の', '統治', 'から', '解放', 'さ', 'れ', 'た', 'の', 'は', 'いつ', '？']","['この', '委任', '統治', '領', 'へ', '与え', 'られる', '名', 'は', '、', 'ヨーロッパ', 'で', 'も', 'なじみ', 'の', 'ある', '伝統', '的', 'な', '呼称', 'で', 'ある', '「', 'パレスチナ', '」', 'で', 'あっ', 'た', '。', '委任', '統治', '決議', 'で', 'は', '、', 'パレスチナ', 'に', 'は', '英語', '・', 'アラビア', '語', '・', 'ヘブライ', '語', 'の', '三', 'つ', 'の', '公用', '語', 'が', '用い', 'られる', 'こと', 'に', 'なっ', 'て', 'い', 'た', '（', '第', '22', '条', '）', '。', 'これ', 'に', 'より', 'イギリス', '当局', 'は', '、', 'アラビア', '語', 'で', 'も', 'ヘブライ', '語', 'で', 'も', '、', '英語', 'の', '「', 'パレスチナ', '」', 'に', '相当', 'する', '呼び', '方', '（', 'アラビア', '語', 'の', '「', 'フィラ', 'スティーン', '」', 'filasţīn', ',', 'فلسطين', 'および', 'ヘブライ', '語', 'の', 'パレスティナ', 'palestína', ',', 'פּלשׂתינה', '）', 'を', '使用', 'する', 'こと', 'を', '決定', 'し', 'た', '。', 'これ', 'に', '対し', '、', 'ユダヤ', '人', '指導', '部', 'は', 'ヘブライ', '語', 'で', 'の', '正式', '名称', 'を', '「', 'イスラエル', 'の', '地', '」', 'を', '意味', 'する', '「', 'エレツ', '・', 'イスラエル', '」', '（', 'Eretz', 'Yisra', '′', 'el', ',', 'ארץ', 'ישׂראל', '）', 'に', 'する', 'こと', 'を', '求め', 'た', 'が', '、', '最終', '的', 'に', 'は', '妥協', 'し', '、', 'ヘブライ', '語', 'で', 'の', '公式', '文書', 'で', '「', 'パレスチナ', '」', 'と', '呼称', 'する', '度', 'に', '、', 'カッコ', '付き', 'で', '「', 'エレツ', '・', 'イスラエル', '」', 'の', '頭', '文字', 'で', 'ある', 'ヘブライ', '文字', 'の', 'アレフ', 'と', 'ヨッド', 'を', '表記', 'する', '（', 'つまり', '、', '(', 'א', '″', 'י', ')', 'と', 'いう', '表記', 'が', '必ず', '付く', '）', 'こと', 'と', 'し', 'た', '。', 'アラブ', '人', '指導', '層', 'は', 'これ', 'を', '委任', '統治', '決議', 'の', '侵害', 'と', 'し', 'て', '抗議', 'し', 'た', '。', 'アラブ', '人', '政治', '家', 'の', '中', 'に', 'は', '、', 'アラブ', '側', 'も', '独自', 'の', '名称', 'を', '公式', '文書', 'の', '中', 'に', '認め', 'させよう', 'と', 'し', '、', '「', '南', 'シリア', '」', '（', 'سوريا', 'الجنوبية', '）', 'が', '提案', 'さ', 'れ', 'た', 'が', '、', 'イギリス', '当局', 'は', '却下', 'し', 'て', 'いる', '[', '31', ']。']",[],0
アメリカ合衆国のFBIの創始者は誰？,連邦捜査局,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",捜査局長 (Chief of BOI) (1908-1935),https://ja.wikipedia.org/wiki/%E9%80%A3%E9%82%A6%E6%8D%9C%E6%9F%BB%E5%B1%80,[-1],[''],"['アメリカ', '合衆', '国', 'の', 'FBI', 'の', '創始', '者', 'は', '誰', '？']","['捜査', '局', '長', '(', 'Chief', 'of', 'BOI', ')', '(', '1908', '-', '1935', ')']",[],0
サー・ローレンス・ヤン・ヴァン・デル・ポストの出身はどこ？,ローレンス・ヴァン・デル・ポスト,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",1952年、何度もカラハリへの旅に出る。1953年、第3作となる著作『The Face Beside the Fire』を出版する。本作は、自らの魂と魂の同伴者を求める、内面において「失われた」芸術家を描いた半自伝的な小説で、ローレンスの考えや文章にユングの影響がはっきりと表れている。,https://ja.wikipedia.org/wiki/%E3%83%AD%E3%83%BC%E3%83%AC%E3%83%B3%E3%82%B9%E3%83%BB%E3%83%B4%E3%82%A1%E3%83%B3%E3%83%BB%E3%83%87%E3%83%AB%E3%83%BB%E3%83%9D%E3%82%B9%E3%83%88,[-1],[''],"['サー', '・', 'ローレンス', '・', 'ヤン', '・', 'ヴァン', '・', 'デル', '・', 'ポスト', 'の', '出身', 'は', 'どこ', '？']","['1952', '年', '、', '何', '度', 'も', 'カラハリ', 'へ', 'の', '旅', 'に', '出る', '。', '1953', '年', '、', '第', '3', '作', 'と', 'なる', '著作', '『', 'The', 'Face', 'Beside', 'the', 'Fire', '』', 'を', '出版', 'する', '。', '本作', 'は', '、', '自ら', 'の', '魂', 'と', '魂', 'の', '同伴', '者', 'を', '求める', '、', '内面', 'に', 'おい', 'て', '「', '失わ', 'れ', 'た', '」', '芸術', '家', 'を', '描い', 'た', '半', '自伝', '的', 'な', '小説', 'で', '、', 'ローレンス', 'の', '考え', 'や', '文章', 'に', 'ユング', 'の', '影響', 'が', 'はっきり', 'と', '表れ', 'て', 'いる', '。']",[],0
アレキサンダー・アルベルト・カブレラの主な守備位置はどこ,アレックス・カブレラ,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",1997年からメキシカンリーグのメキシコシティ・タイガースでプレー。シーズン途中にミナティトラン・ポトロズへ移籍。11月14日にタンパベイ・デビルレイズとマイナー契約を結んだ。,https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AC%E3%83%83%E3%82%AF%E3%82%B9%E3%83%BB%E3%82%AB%E3%83%96%E3%83%AC%E3%83%A9,[-1],[''],"['アレキサンダー', '・', 'アルベルト', '・', 'カブレラ', 'の', '主な', '守備', '位置', 'は', 'どこ']","['1997', '年', 'から', 'メキシカン', 'リーグ', 'の', 'メキシコ', 'シティ', '・', 'タイガース', 'で', 'プレー', '。', 'シーズン', '途中', 'に', 'ミナティトラン・ポトロズ', 'へ', '移籍', '。', '11', '月', '14', '日', 'に', 'タンパ', 'ベイ', '・', 'デビル', 'レイズ', 'と', 'マイナー', '契約', 'を', '結ん', 'だ', '。']",[],0
教育職員の普通免許状の更新は何年に一度ですか？,教員免許更新制,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",（以上、改正後の「教育職員免許法」の「第9条」「附則」より抜粋・補筆・解説）,https://ja.wikipedia.org/wiki/%E6%95%99%E5%93%A1%E5%85%8D%E8%A8%B1%E6%9B%B4%E6%96%B0%E5%88%B6,[-1],[''],"['教育', '職員', 'の', '普通', '免許', '状', 'の', '更新', 'は', '何', '年', 'に', '一', '度', 'です', 'か', '？']","['（', '以上', '、', '改正', '後', 'の', '「', '教育', '職員', '免許', '法', '」', 'の', '「', '第', '9', '条', '」', '「', '附則', '」', 'より', '抜粋', '・', '補筆', '・', '解説', '）']",[],0
国母和宏の出身はどこ,國母和宏,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","
 on Facebook - マネージメント事務所。

 on Instagram",https://ja.wikipedia.org/wiki/%E5%9C%8B%E6%AF%8D%E5%92%8C%E5%AE%8F,[-1],[''],"['国母', '和宏', 'の', '出身', 'は', 'どこ']","['on', 'Facebook', '-', 'マネージメント', '事務', '所', '。', 'on', 'Instagram']",[],0
ミヘイル・サアカシュヴィリの所属した政党は？,ミヘイル・サアカシュヴィリ,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",2012年10月23日、イヴァニシヴィリ政権が本格的に始動すると統一国民運動体制下での様々な不法行為についての政府調査委員会が設立され、ダヴィッド・ウスパシュヴィリ国会議長が委員長に着任した[12]。イヴァニシヴィリ首相は統一国民運動が関与した様々な非合法行為（汚職、言論弾圧、拷問等）について真相を明らかにすると宣言した[13]。11月22日に政府調査委員会は「場合によっては（統一国民運動の実質的指導者である）サアカシュヴィリ大統領の逮捕も有りえる」とコメントした[14]。サアカシュヴィリの側近は大統領が逮捕に怯え、少なくとも大統領任期中は逮捕は出来ないにも関わらず周囲に「逮捕される」と繰り返すなど、再びノイローゼ状態に陥っていると証言した[15]。,https://ja.wikipedia.org/wiki/%E3%83%9F%E3%83%98%E3%82%A4%E3%83%AB%E3%83%BB%E3%82%B5%E3%82%A2%E3%82%AB%E3%82%B7%E3%83%A5%E3%83%B4%E3%82%A3%E3%83%AA,[-1],[''],"['ミヘイル・サアカシュヴィリ', 'の', '所属', 'し', 'た', '政党', 'は', '？']","['2012', '年', '10', '月', '23', '日', '、', 'イヴァニシヴィリ', '政権', 'が', '本格', '的', 'に', '始動', 'する', 'と', '統一', '国民', '運動', '体制', '下', 'で', 'の', '様々', 'な', '不法', '行為', 'に', 'つい', 'て', 'の', '政府', '調査', '委員', '会', 'が', '設立', 'さ', 'れ', '、', 'ダヴィッド', '・', 'ウスパシュヴィリ', '国会', '議長', 'が', '委員', '長', 'に', '着任', 'し', 'た', '[', '12', ']。', 'イヴァニシヴィリ', '首相', 'は', '統一', '国民', '運動', 'が', '関与', 'し', 'た', '様々', 'な', '非', '合法', '行為', '（', '汚職', '、', '言論', '弾圧', '、', '拷問', '等', '）', 'に', 'つい', 'て', '真相', 'を', '明らか', 'に', 'する', 'と', '宣言', 'し', 'た', '[', '13', ']。', '11', '月', '22', '日', 'に', '政府', '調査', '委員', '会', 'は', '「', '場合', 'に', 'よっ', 'て', 'は', '（', '統一', '国民', '運動', 'の', '実質', '的', '指導', '者', 'で', 'ある', '）', 'サアカシュヴィリ', '大統領', 'の', '逮捕', 'も', '有り', 'える', '」', 'と', 'コメント', 'し', 'た', '[', '14', ']。', 'サアカシュヴィリ', 'の', '側近', 'は', '大統領', 'が', '逮捕', 'に', '怯え', '、', '少なく', 'とも', '大統領', '任期', '中', 'は', '逮捕', 'は', '出来', 'ない', 'に', 'も', '関わら', 'ず', '周囲', 'に', '「', '逮捕', 'さ', 'れる', '」', 'と', '繰り返す', 'など', '、', '再び', 'ノイローゼ', '状態', 'に', '陥っ', 'て', 'いる', 'と', '証言', 'し', 'た', '[', '15', ']。']",[],0
ニューヨーク・ヤンキースの本拠地はどこにある？,ニューヨーク・ヤンキース,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",2016年12月6日、デレク・ジーターの背番号「2」を永久欠番に指定することを発表。12月15日、シカゴ・カブスからFAとなっていたアロルディス・チャップマンの復帰が決定した。,https://ja.wikipedia.org/wiki/%E3%83%8B%E3%83%A5%E3%83%BC%E3%83%A8%E3%83%BC%E3%82%AF%E3%83%BB%E3%83%A4%E3%83%B3%E3%82%AD%E3%83%BC%E3%82%B9,[-1],[''],"['ニューヨーク', '・', 'ヤンキース', 'の', '本拠', '地', 'は', 'どこ', 'に', 'ある', '？']","['2016', '年', '12', '月', '6', '日', '、', 'デレク', '・', 'ジーター', 'の', '背', '番号', '「', '2', '」', 'を', '永久', '欠番', 'に', '指定', 'する', 'こと', 'を', '発表', '。', '12', '月', '15', '日', '、', 'シカゴ', '・', 'カブス', 'から', 'FA', 'と', 'なっ', 'て', 'い', 'た', 'アロルディス・チャップマン', 'の', '復帰', 'が', '決定', 'し', 'た', '。']",[],0
分析哲学の先駆者は誰？,現代思想,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}","アメリカ合衆国の哲学
フランス現代思想
ドイツ現代思想
イタリア現代思想
現代音楽
現代文学
ニュー・アカデミズム",https://ja.wikipedia.org/wiki/%E7%8F%BE%E4%BB%A3%E6%80%9D%E6%83%B3,[-1],[''],"['分析', '哲学', 'の', '先駆', '者', 'は', '誰', '？']","['アメリカ', '合衆', '国', 'の', '哲学', 'フランス', '現代', '思想', 'ドイツ', '現代', '思想', 'イタリア', '現代', '思想', '現代', '音楽', '現代', '文学', 'ニュー', '・', 'アカデミズム']",[],0
グスタフ・マーラーの出身はどこ？,グスタフ・マーラー,japanese,"{'answer_start': array([-1]), 'answer_text': array([''], dtype=object)}",現在、マーラーの交響曲作品はその規模の大きさや複雑さにも関わらず世界中のオーケストラにより頻繁に演奏される。その理由について、ゲオルク・ショルティはこう述べている[56]。,https://ja.wikipedia.org/wiki/%E3%82%B0%E3%82%B9%E3%82%BF%E3%83%95%E3%83%BB%E3%83%9E%E3%83%BC%E3%83%A9%E3%83%BC,[-1],[''],"['グスタフ', '・', 'マーラー', 'の', '出身', 'は', 'どこ', '？']","['現在', '、', 'マーラー', 'の', '交響', '曲', '作品', 'は', 'その', '規模', 'の', '大き', 'さ', 'や', '複雑', 'さ', 'に', 'も', '関わら', 'ず', '世界', '中', 'の', 'オーケストラ', 'に', 'より', '頻繁', 'に', '演奏', 'さ', 'れる', '。', 'その', '理由', 'に', 'つい', 'て', '、', 'ゲオルク', '・', 'ショル', 'ティ', 'は', 'こう', '述べ', 'て', 'いる', '[', '56', ']。']",[],0
