question_text,document_title,language,annotations,document_plaintext,document_url,question_text_tokenized,document_plaintext_tokenized,label,word_frequency_score
Kuka löysi Forselvin kalliopiirrokset?,Forselvin kalliopiirrokset,finnish,"{'answer_start': array([39]), 'answer_text': array(['A. Forselv'], dtype=object)}","Kuvakentät löysi paikallinen viljelijä A. Forselv vuonna 1929 [1] ja ensimmäisenä ne dokumentoi Gutrom Gjessing ja hän julkaisi ne vuonna 1932. Vuonna 1971 ryhmä opiskelijoita ja heidän ohjaajansa Jens Storm Munch ja Gerd Stamsø Munch tutkivat kuvakenttää ja huomasivat sen itäpuolella vielä lisää kuvioita. Nämä julkaistiin vuonna 1981, mutta niitä ei ole korostettu maalaamalla uriin punaväriä. Samassa yhteydessä löytyi isolta hirveltä suuret ja selvästi erottuvat sarvet. Kauempaa näistä löytyi vielä suuri peura.[2][1]",https://fi.wikipedia.org/wiki/Forselvin%20kalliopiirrokset,"['Kuka', 'löysi', 'Forselvin', 'kalliopiirrokset', '?']","['Kuvakentät', 'löysi', 'paikallinen', 'viljelijä', 'A.', 'Forselv', 'vuonna', '1929', '[', '1', ']', 'ja', 'ensimmäisenä', 'ne', 'dokumentoi', 'Gutrom', 'Gjessing', 'ja', 'hän', 'julkaisi', 'ne', 'vuonna', '1932.', 'Vuonna', '1971', 'ryhmä', 'opiskelijoita', 'ja', 'heidän', 'ohjaajansa', 'Jens', 'Storm', 'Munch', 'ja', 'Gerd', 'Stamsø', 'Munch', 'tutkivat', 'kuvakenttää', 'ja', 'huomasivat', 'sen', 'itäpuolella', 'vielä', 'lisää', 'kuvioita.', 'Nämä', 'julkaistiin', 'vuonna', '1981', ',', 'mutta', 'niitä', 'ei', 'ole', 'korostettu', 'maalaamalla', 'uriin', 'punaväriä.', 'Samassa', 'yhteydessä', 'löytyi', 'isolta', 'hirveltä', 'suuret', 'ja', 'selvästi', 'erottuvat', 'sarvet.', 'Kauempaa', 'näistä', 'löytyi', 'vielä', 'suuri', 'peura.', '[', '2', ']', '[', '1', ']']",1,0.2
Milloin AMC Gremliniä aloitettiin valmistamaan?,AMC Gremlin,finnish,"{'answer_start': array([32]), 'answer_text': array(['huhtikuun 1. päivänä vuonna 1970'], dtype=object)}",Gremlin esiteltiin markkinoille huhtikuun 1. päivänä vuonna 1970 ja kahdeksan tuotantovuotensa aikana mallia valmistettiin 671 475 kappaletta.,https://fi.wikipedia.org/wiki/AMC%20Gremlin,"['Milloin', 'AMC', 'Gremliniä', 'aloitettiin', 'valmistamaan', '?']","['Gremlin', 'esiteltiin', 'markkinoille', 'huhtikuun', '1.', 'päivänä', 'vuonna', '1970', 'ja', 'kahdeksan', 'tuotantovuotensa', 'aikana', 'mallia', 'valmistettiin', '671', '475', 'kappaletta', '.']",1,0.0
Milloin Richard Rorty syntyi?,Richard Rorty,finnish,"{'answer_start': array([22]), 'answer_text': array(['4. lokakuuta 1931'], dtype=object)}","
Richard McKay Rorty (4. lokakuuta 1931 New York, New York, Yhdysvallat – 8. kesäkuuta 2007 Palo Alto, Kalifornia, Yhdysvallat) oli yhdysvaltalainen filosofi.[1][2] Hän oli vertailevan kirjallisuustieteen emeritusprofessori ja kunnianosoituksena Stanfordin yliopiston filosofian professori. Filosofisesti Rorty sijoittui analyyttisen filosofian puolelle, mutta hän tutki myös mannermaista filosofiaa[1] ja pyrki rakentamaan siltaa näiden välisen kuilun yli esittämällä filosofioiden olevan toisiaan täydentäviä, ei vastakkaisia. ",https://fi.wikipedia.org/wiki/Richard%20Rorty,"['Milloin', 'Richard', 'Rorty', 'syntyi', '?']","['Richard', 'McKay', 'Rorty', '(', '4.', 'lokakuuta', '1931', 'New', 'York', ',', 'New', 'York', ',', 'Yhdysvallat', '–', '8.', 'kesäkuuta', '2007', 'Palo', 'Alto', ',', 'Kalifornia', ',', 'Yhdysvallat', ')', 'oli', 'yhdysvaltalainen', 'filosofi.', '[', '1', ']', '[', '2', ']', 'Hän', 'oli', 'vertailevan', 'kirjallisuustieteen', 'emeritusprofessori', 'ja', 'kunnianosoituksena', 'Stanfordin', 'yliopiston', 'filosofian', 'professori.', 'Filosofisesti', 'Rorty', 'sijoittui', 'analyyttisen', 'filosofian', 'puolelle', ',', 'mutta', 'hän', 'tutki', 'myös', 'mannermaista', 'filosofiaa', '[', '1', ']', 'ja', 'pyrki', 'rakentamaan', 'siltaa', 'näiden', 'välisen', 'kuilun', 'yli', 'esittämällä', 'filosofioiden', 'olevan', 'toisiaan', 'täydentäviä', ',', 'ei', 'vastakkaisia', '.']",1,0.4
Mikä on rotenoidi?,Hyönteismyrkky,finnish,"{'answer_start': array([42]), 'answer_text': array(['myrkky'], dtype=object)}","Suomessa vähän tunnettu luonnosta saatava myrkkyryhmä on rotenoidit, joita saadaan Derris elliptica -kasvista ja sen sukulaiskasveista. Rotenoideja on käytetty paitsi hyönteismyrkkyinä, myös mm. kalastukseen pienissä lammissa, koska ne ovat kaloille hyvin myrkyllisiä ja halvaantuneet kalat voidaan poimia veden pinnalta.",https://fi.wikipedia.org/wiki/Hy%C3%B6nteismyrkky,"['Mikä', 'on', 'rotenoidi', '?']","['Suomessa', 'vähän', 'tunnettu', 'luonnosta', 'saatava', 'myrkkyryhmä', 'on', 'rotenoidit', ',', 'joita', 'saadaan', 'Derris', 'elliptica', '-kasvista', 'ja', 'sen', 'sukulaiskasveista.', 'Rotenoideja', 'on', 'käytetty', 'paitsi', 'hyönteismyrkkyinä', ',', 'myös', 'mm.', 'kalastukseen', 'pienissä', 'lammissa', ',', 'koska', 'ne', 'ovat', 'kaloille', 'hyvin', 'myrkyllisiä', 'ja', 'halvaantuneet', 'kalat', 'voidaan', 'poimia', 'veden', 'pinnalta', '.']",1,0.25
Mikä on Ruotsin korkein vuori?,Kebnekaise,finnish,"{'answer_start': array([0]), 'answer_text': array(['Kebnekaise'], dtype=object)}",Kebnekaise (saam. Giebmegáisi tai Giebnegáisi) on Kiirunan kunnassa sijaitseva Ruotsin korkein vuori tai tunturi.,https://fi.wikipedia.org/wiki/Kebnekaise,"['Mikä', 'on', 'Ruotsin', 'korkein', 'vuori', '?']","['Kebnekaise', '(', 'saam.', 'Giebmegáisi', 'tai', 'Giebnegáisi', ')', 'on', 'Kiirunan', 'kunnassa', 'sijaitseva', 'Ruotsin', 'korkein', 'vuori', 'tai', 'tunturi', '.']",1,0.6666666666666666
Milloin Suomen jääkäriliike aloitettiin?,Jääkäriliike,finnish,"{'answer_start': array([59]), 'answer_text': array(['1914 loppupuolella'], dtype=object)}","Jääkäriliike oli Suomen miesylioppilaiden piireissä vuoden 1914 loppupuolella käynnistynyt ja Jääkäripataljoona 27:n muodostumiseen johtanut aktivistien aloite sotilaskoulutuksen hankkimiseksi Suomen Venäjästä irrottautumista varten. Ensimmäisen maailmansodan sytyttyä 1914 oltiin Suomessa aluksi ensimmäisen sortokauden aikaisen vastarintaryhmittymän kagaalin ja vanhojen aktivistien piireissä varovaisia asennoitumisessa muuttuvaan tilanteeseen.[1] Miesten ylioppilaspiireissä taas syntyi jääkäriliike, joka otti päämääräkseen Suomen aseellisen irrottamisen Venäjästä. Jääkärikoulutuksen 1915–1918 aloitti kaiken kaikkiaan 1895 vapaaehtoista. Heistä 1261 (67%) osallistui Suomen sisällissotaan. Osallistuneista kaatui taisteluissa 128 (10%) ja haavoittui 238 (19%).",https://fi.wikipedia.org/wiki/J%C3%A4%C3%A4k%C3%A4riliike,"['Milloin', 'Suomen', 'jääkäriliike', 'aloitettiin', '?']","['Jääkäriliike', 'oli', 'Suomen', 'miesylioppilaiden', 'piireissä', 'vuoden', '1914', 'loppupuolella', 'käynnistynyt', 'ja', 'Jääkäripataljoona', '27', ':', 'n', 'muodostumiseen', 'johtanut', 'aktivistien', 'aloite', 'sotilaskoulutuksen', 'hankkimiseksi', 'Suomen', 'Venäjästä', 'irrottautumista', 'varten.', 'Ensimmäisen', 'maailmansodan', 'sytyttyä', '1914', 'oltiin', 'Suomessa', 'aluksi', 'ensimmäisen', 'sortokauden', 'aikaisen', 'vastarintaryhmittymän', 'kagaalin', 'ja', 'vanhojen', 'aktivistien', 'piireissä', 'varovaisia', 'asennoitumisessa', 'muuttuvaan', 'tilanteeseen.', '[', '1', ']', 'Miesten', 'ylioppilaspiireissä', 'taas', 'syntyi', 'jääkäriliike', ',', 'joka', 'otti', 'päämääräkseen', 'Suomen', 'aseellisen', 'irrottamisen', 'Venäjästä.', 'Jääkärikoulutuksen', '1915–1918', 'aloitti', 'kaiken', 'kaikkiaan', '1895', 'vapaaehtoista.', 'Heistä', '1261', '(', '67', '%', ')', 'osallistui', 'Suomen', 'sisällissotaan.', 'Osallistuneista', 'kaatui', 'taisteluissa', '128', '(', '10', '%', ')', 'ja', 'haavoittui', '238', '(', '19', '%', ')', '.']",1,0.4
Missä Ants Laaneots aloitti sotilasuransa?,Ants Laaneots,finnish,"{'answer_start': array([624]), 'answer_text': array(['Desnassa 67km Kiovasta pohjoiseen'], dtype=object)}","Laaneots läpäisi kovan kilpailun ja tuli valituksi Ukrainan Harkovaan Kaartin korkeampaan panssarikouluun, jossa opiskeli vuosina 1966–1970. Laaneots oli ainut Baltiasta kotoisin oleva kadetti. Sotakoulun muut opiskelijat olivat venäläisiä, ukrainalaisia ja valkovenäläisiä. Laaneots lopetti sotakoulun erinomaisin arvosanoin (cum laude) toivoen, että aiempin lupausten mukaisesti pääsisi mieleiseensä sotilaspiiriin eli hänen tapauksessaan Baltiaan. Kiovan sotilaspiirin komentaja kuitenkin määräsi, että valmistuneista parhaimpien tulee jäädä Ukrainaan, joten Laaneotsan sijoituspaikaksi määrättiin 48. panssaridivisioona Desnassa 67km Kiovasta pohjoiseen. Vuosista 1970–1978 ensimmäiset kaksi vuotta hän toimi joukkueenjohtajana, sitten kolme vuotta komppanianpäällikkönä ja lopulta kolme vuotta panssaripataljoonan komentajana.",https://fi.wikipedia.org/wiki/Ants%20Laaneots,"['Missä', 'Ants', 'Laaneots', 'aloitti', 'sotilasuransa', '?']","['Laaneots', 'läpäisi', 'kovan', 'kilpailun', 'ja', 'tuli', 'valituksi', 'Ukrainan', 'Harkovaan', 'Kaartin', 'korkeampaan', 'panssarikouluun', ',', 'jossa', 'opiskeli', 'vuosina', '1966–1970.', 'Laaneots', 'oli', 'ainut', 'Baltiasta', 'kotoisin', 'oleva', 'kadetti.', 'Sotakoulun', 'muut', 'opiskelijat', 'olivat', 'venäläisiä', ',', 'ukrainalaisia', 'ja', 'valkovenäläisiä.', 'Laaneots', 'lopetti', 'sotakoulun', 'erinomaisin', 'arvosanoin', '(', 'cum', 'laude', ')', 'toivoen', ',', 'että', 'aiempin', 'lupausten', 'mukaisesti', 'pääsisi', 'mieleiseensä', 'sotilaspiiriin', 'eli', 'hänen', 'tapauksessaan', 'Baltiaan.', 'Kiovan', 'sotilaspiirin', 'komentaja', 'kuitenkin', 'määräsi', ',', 'että', 'valmistuneista', 'parhaimpien', 'tulee', 'jäädä', 'Ukrainaan', ',', 'joten', 'Laaneotsan', 'sijoituspaikaksi', 'määrättiin', '48.', 'panssaridivisioona', 'Desnassa', '67km', 'Kiovasta', 'pohjoiseen.', 'Vuosista', '1970–1978', 'ensimmäiset', 'kaksi', 'vuotta', 'hän', 'toimi', 'joukkueenjohtajana', ',', 'sitten', 'kolme', 'vuotta', 'komppanianpäällikkönä', 'ja', 'lopulta', 'kolme', 'vuotta', 'panssaripataljoonan', 'komentajana', '.']",1,0.1666666666666666
Milloin Moskova on perustettu?,Moskova,finnish,"{'answer_start': array([29]), 'answer_text': array(['1400-luvulla'], dtype=object)}","Moskovan ruhtinaskunta nousi 1400-luvulla Venäjän valtioiden johtoasemaan ja siten siitä muodostui tsaarin Venäjän pääkaupunki 1400-luvulta 1700-luvun alkuun. 1700-luvulla pääkaupunki siirrettiin keisari Pietari Suuren perustamaan Pietariin. Moskova paloi Napoleonin sodassa vuonna 1812, kun se oli vähällä jäädä Napoleonin käsiin ja Moskovan kuvernööri määräsi sen tuhottavaksi[2]. Tsaarinvallan kaatumisen jälkeen maaliskuussa 1918 Lenin ja hallitus siirtyivät Moskovaan, josta tuli näin taas käytännössä pääkaupunki. Moskovan pääkaupungin asema vahvistettiin perustuslaissa Neuvostoliittoa perustettaessa joulukuussa 1922. Joulukuussa 1941 Saksan keskinen armeijaryhmä pysäytettiin kaupungin rajoille ja ajettiin pois talven aikana Moskovan taistelussa.",https://fi.wikipedia.org/wiki/Moskova,"['Milloin', 'Moskova', 'on', 'perustettu', '?']","['Moskovan', 'ruhtinaskunta', 'nousi', '1400-luvulla', 'Venäjän', 'valtioiden', 'johtoasemaan', 'ja', 'siten', 'siitä', 'muodostui', 'tsaarin', 'Venäjän', 'pääkaupunki', '1400-luvulta', '1700-luvun', 'alkuun.', '1700-luvulla', 'pääkaupunki', 'siirrettiin', 'keisari', 'Pietari', 'Suuren', 'perustamaan', 'Pietariin.', 'Moskova', 'paloi', 'Napoleonin', 'sodassa', 'vuonna', '1812', ',', 'kun', 'se', 'oli', 'vähällä', 'jäädä', 'Napoleonin', 'käsiin', 'ja', 'Moskovan', 'kuvernööri', 'määräsi', 'sen', 'tuhottavaksi', '[', '2', ']', '.', 'Tsaarinvallan', 'kaatumisen', 'jälkeen', 'maaliskuussa', '1918', 'Lenin', 'ja', 'hallitus', 'siirtyivät', 'Moskovaan', ',', 'josta', 'tuli', 'näin', 'taas', 'käytännössä', 'pääkaupunki.', 'Moskovan', 'pääkaupungin', 'asema', 'vahvistettiin', 'perustuslaissa', 'Neuvostoliittoa', 'perustettaessa', 'joulukuussa', '1922.', 'Joulukuussa', '1941', 'Saksan', 'keskinen', 'armeijaryhmä', 'pysäytettiin', 'kaupungin', 'rajoille', 'ja', 'ajettiin', 'pois', 'talven', 'aikana', 'Moskovan', 'taistelussa', '.']",1,0.2
Minä vuonna Italia on perustettu?,Italian historia,finnish,"{'answer_start': array([161]), 'answer_text': array(['1946'], dtype=object)}","Toisen maailmansodan jälkeen Italia joutui luopumaan Afrikan alueistaan sekä Fiumesta ja Istriasta, mutta vapautui sotakorvauksista ja sai Marshall-apua. Vuonna 1946 pidettiin vaalit, joissa valittiin uutta perustuslakia säätävä parlamentti. Naisilla oli näissä vaaleissa ensi kertaa äänioikeus. Vaalien yhteydessä äänestettiin monarkian säilymisestä ja tasavaltavaihtoehto voitti. Kuningas Umberto II erosi vain kuukauden vallassaolon jälkeen. Parlamenttivaalit voitti Italian kristillisdemokraattinen puolue (DC), joka hallitsi Italiaa lähes seuraavat neljä vuosikymmentä. Myös kommunistipuolueen (PCI) asema oli sotien jälkeisinä vuosina varsin vahva. Uutta perustuslakia jouduttiin valmistelemaan lähes kaksi vuotta, ja lopulta siitä tuli kuningasta lukuun ottamatta varsin samanlainen kuin fasistivaltaa edeltäneestä perustuslaista. Italiasta tuli tasavalta, jonka presidentillä on lähinnä nimellinen valta. Italia on sekä Naton että Euroopan yhteisön perustajajäsen.[15]",https://fi.wikipedia.org/wiki/Italian%20historia,"['Minä', 'vuonna', 'Italia', 'on', 'perustettu', '?']","['Toisen', 'maailmansodan', 'jälkeen', 'Italia', 'joutui', 'luopumaan', 'Afrikan', 'alueistaan', 'sekä', 'Fiumesta', 'ja', 'Istriasta', ',', 'mutta', 'vapautui', 'sotakorvauksista', 'ja', 'sai', 'Marshall-apua.', 'Vuonna', '1946', 'pidettiin', 'vaalit', ',', 'joissa', 'valittiin', 'uutta', 'perustuslakia', 'säätävä', 'parlamentti.', 'Naisilla', 'oli', 'näissä', 'vaaleissa', 'ensi', 'kertaa', 'äänioikeus.', 'Vaalien', 'yhteydessä', 'äänestettiin', 'monarkian', 'säilymisestä', 'ja', 'tasavaltavaihtoehto', 'voitti.', 'Kuningas', 'Umberto', 'II', 'erosi', 'vain', 'kuukauden', 'vallassaolon', 'jälkeen.', 'Parlamenttivaalit', 'voitti', 'Italian', 'kristillisdemokraattinen', 'puolue', '(', 'DC', ')', ',', 'joka', 'hallitsi', 'Italiaa', 'lähes', 'seuraavat', 'neljä', 'vuosikymmentä.', 'Myös', 'kommunistipuolueen', '(', 'PCI', ')', 'asema', 'oli', 'sotien', 'jälkeisinä', 'vuosina', 'varsin', 'vahva.', 'Uutta', 'perustuslakia', 'jouduttiin', 'valmistelemaan', 'lähes', 'kaksi', 'vuotta', ',', 'ja', 'lopulta', 'siitä', 'tuli', 'kuningasta', 'lukuun', 'ottamatta', 'varsin', 'samanlainen', 'kuin', 'fasistivaltaa', 'edeltäneestä', 'perustuslaista.', 'Italiasta', 'tuli', 'tasavalta', ',', 'jonka', 'presidentillä', 'on', 'lähinnä', 'nimellinen', 'valta.', 'Italia', 'on', 'sekä', 'Naton', 'että', 'Euroopan', 'yhteisön', 'perustajajäsen.', '[', '15', ']']",1,0.3333333333333333
Milloin Ubisoft perustettiin?,Ubisoft,finnish,"{'answer_start': array([63]), 'answer_text': array(['1986'], dtype=object)}","Guillemotin perheen viisi veljestä perustivat Ubisoftin vuonna 1986 Ranskassa.[1] Yhtiön ensimmäisellä vuosikymmenellä myönteisiä arvosteluja julkaisuista saivat esimerkiksi tasohyppely Twinworld (1989), urheilupeli Pro Tennis Tour (1989, jatko-osa 1991), sci-fi-seikkailupeli B.A.T. (1990, jatko-osa 1992) ja sotastrategiapeli Battle Isle (1991). Teknisellä toteutuksellaan huomiota herätti toimintapeli Unreal (1990). Lisäksi Ubisoft julkaisi PC Engine -konsolin maskottipelin (tunnettu nimillä PC Kid ja Adventures of Bonk) 16-bittisille tietokoneille nimellä BC Kid (1992). Suopeat arviot saaneet pelit olivat lähinnä Amigalle ja Atari ST:lle julkaistuja. 8-bittisistä käännöksistä positiivista huomiota sai kenties eniten roolipeli Iron Lord (1989, Commodore 64:n käännös 1990)",https://fi.wikipedia.org/wiki/Ubisoft,"['Milloin', 'Ubisoft', 'perustettiin', '?']","['Guillemotin', 'perheen', 'viisi', 'veljestä', 'perustivat', 'Ubisoftin', 'vuonna', '1986', 'Ranskassa.', '[', '1', ']', 'Yhtiön', 'ensimmäisellä', 'vuosikymmenellä', 'myönteisiä', 'arvosteluja', 'julkaisuista', 'saivat', 'esimerkiksi', 'tasohyppely', 'Twinworld', '(', '1989', ')', ',', 'urheilupeli', 'Pro', 'Tennis', 'Tour', '(', '1989', ',', 'jatko-osa', '1991', ')', ',', 'sci-fi-seikkailupeli', 'B.A.T.', '(', '1990', ',', 'jatko-osa', '1992', ')', 'ja', 'sotastrategiapeli', 'Battle', 'Isle', '(', '1991', ')', '.', 'Teknisellä', 'toteutuksellaan', 'huomiota', 'herätti', 'toimintapeli', 'Unreal', '(', '1990', ')', '.', 'Lisäksi', 'Ubisoft', 'julkaisi', 'PC', 'Engine', '-konsolin', 'maskottipelin', '(', 'tunnettu', 'nimillä', 'PC', 'Kid', 'ja', 'Adventures', 'of', 'Bonk', ')', '16-bittisille', 'tietokoneille', 'nimellä', 'BC', 'Kid', '(', '1992', ')', '.', 'Suopeat', 'arviot', 'saaneet', 'pelit', 'olivat', 'lähinnä', 'Amigalle', 'ja', 'Atari', 'ST', ':', 'lle', 'julkaistuja.', '8-bittisistä', 'käännöksistä', 'positiivista', 'huomiota', 'sai', 'kenties', 'eniten', 'roolipeli', 'Iron', 'Lord', '(', '1989', ',', 'Commodore', '64', ':', 'n', 'käännös', '1990', ')']",1,0.25
Milloin on tehty ensimmäinen elektronisen musiikin kappale?,Elektroninen musiikki,finnish,"{'answer_start': array([54]), 'answer_text': array(['1940–50-luvuilla'], dtype=object)}","Ensimmäiset elektroniset musiikkiteokset toteutettiin 1940–50-luvuilla, ja 1960-luvun loppupuolelta alkaen elektroninen äänimaailma tuli osaksi populaarimusiikkia. 1990-luvulla tietokoneiden, niiden oheislaitteiden sekä ohjelmien kehittyessä ja halventuessa huimasti kuka tahansa pystyi helposti tuottamaan omaa musiikkia omalla tietokoneellaan. Vielä 1980-luvulla elektronista musiikkia tuotettiin lähinnä erikseen tätä tarkoitusta varten tehdyillä laitteilla. Nykyään huomattava osa kaikesta populaarimusiikista on elektronista musiikkia, eikä sitä enää tyypillisesti kutsuta erikseen ""elektroniseksi musiikiksi"".",https://fi.wikipedia.org/wiki/Elektroninen%20musiikki,"['Milloin', 'on', 'tehty', 'ensimmäinen', 'elektronisen', 'musiikin', 'kappale', '?']","['Ensimmäiset', 'elektroniset', 'musiikkiteokset', 'toteutettiin', '1940–50-luvuilla', ',', 'ja', '1960-luvun', 'loppupuolelta', 'alkaen', 'elektroninen', 'äänimaailma', 'tuli', 'osaksi', 'populaarimusiikkia.', '1990-luvulla', 'tietokoneiden', ',', 'niiden', 'oheislaitteiden', 'sekä', 'ohjelmien', 'kehittyessä', 'ja', 'halventuessa', 'huimasti', 'kuka', 'tahansa', 'pystyi', 'helposti', 'tuottamaan', 'omaa', 'musiikkia', 'omalla', 'tietokoneellaan.', 'Vielä', '1980-luvulla', 'elektronista', 'musiikkia', 'tuotettiin', 'lähinnä', 'erikseen', 'tätä', 'tarkoitusta', 'varten', 'tehdyillä', 'laitteilla.', 'Nykyään', 'huomattava', 'osa', 'kaikesta', 'populaarimusiikista', 'on', 'elektronista', 'musiikkia', ',', 'eikä', 'sitä', 'enää', 'tyypillisesti', 'kutsuta', 'erikseen', '``', 'elektroniseksi', 'musiikiksi', ""''"", '.']",1,0.125
Kuinka pitkään jatkosota kesti?,Jatkosota,finnish,"{'answer_start': array([51]), 'answer_text': array(['25. kesäkuuta 1941 – 19. syyskuuta 1944'], dtype=object)}","Jatkosota käytiin Suomen ja Neuvostoliiton välillä 25. kesäkuuta 1941 – 19. syyskuuta 1944. Jatkosotaa käytiin Suomen rintamalla samaan aikaan kuin Saksa toteutti operaatio Barbarossan nimellä tunnettua laajaa hyökkäystä Neuvostoliittoon. Suomen rintama oli jaettu saksalaisten ja suomalaisten joukkojen kesken siten, että suomalaiset olivat vastuussa eteläisestä rintamasta ja saksalaiset Lapin rintamasta. Suomi ei ollut lain mukaan Saksan liittolainen, sillä mitään liittosopimusta ei ollut. Sen sijaan Suomi oli käytännössä Saksan liittolainen, sillä se antoi aluettaan Saksan käyttöön, alisti joukkojaan Saksalle ja sai aseapua Saksalta.",https://fi.wikipedia.org/wiki/Jatkosota,"['Kuinka', 'pitkään', 'jatkosota', 'kesti', '?']","['Jatkosota', 'käytiin', 'Suomen', 'ja', 'Neuvostoliiton', 'välillä', '25.', 'kesäkuuta', '1941', '–', '19.', 'syyskuuta', '1944.', 'Jatkosotaa', 'käytiin', 'Suomen', 'rintamalla', 'samaan', 'aikaan', 'kuin', 'Saksa', 'toteutti', 'operaatio', 'Barbarossan', 'nimellä', 'tunnettua', 'laajaa', 'hyökkäystä', 'Neuvostoliittoon.', 'Suomen', 'rintama', 'oli', 'jaettu', 'saksalaisten', 'ja', 'suomalaisten', 'joukkojen', 'kesken', 'siten', ',', 'että', 'suomalaiset', 'olivat', 'vastuussa', 'eteläisestä', 'rintamasta', 'ja', 'saksalaiset', 'Lapin', 'rintamasta.', 'Suomi', 'ei', 'ollut', 'lain', 'mukaan', 'Saksan', 'liittolainen', ',', 'sillä', 'mitään', 'liittosopimusta', 'ei', 'ollut.', 'Sen', 'sijaan', 'Suomi', 'oli', 'käytännössä', 'Saksan', 'liittolainen', ',', 'sillä', 'se', 'antoi', 'aluettaan', 'Saksan', 'käyttöön', ',', 'alisti', 'joukkojaan', 'Saksalle', 'ja', 'sai', 'aseapua', 'Saksalta', '.']",1,0.0
Mikä on Madagaskarin pääkaupunki?,Madagaskar,finnish,"{'answer_start': array([812]), 'answer_text': array(['Antananarivo'], dtype=object)}","Madagaskarin ulkopuolelta tulleet vähemmistöt muodostavat noin 1,7 prosenttia väestöstä. Ranskan siirtomaakauden seurauksena maahan tuli monia virkamiehiä ja sotilashenkilöitä, joista osa on jäänyt maahan. Lisäksi maassa on ranskalaisia liikemiehiä ja plantaasinomistajia. 1990-luvun alussa Madagaskarissa työskenteli arviolta 18000 Ranskan kansalaista. Komorilaiset muodostivat historiallisesti merkittävän maan ulkopuolelta tulleen vähemmistön. Heidän lukumääränsä pieneni kuitenkin nykyiseen 25000:een Mahajangan vuoden 1976 rotumellakoiden jälkeen, jolloin 1400 komorolaista kuoli ja 20000 lähti maasta. Intian ja Pakistanin alueelta tulleiden jälkeläisiä on maassa noin 17000, ja he ovat keskittyneet maan länsirannikolle. Kiinalaisia on noin 9000, ja he ovat keskittyneet maan itärannikolle ja pääkaupunki Antananarivoon.[29]",https://fi.wikipedia.org/wiki/Madagaskar,"['Mikä', 'on', 'Madagaskarin', 'pääkaupunki', '?']","['Madagaskarin', 'ulkopuolelta', 'tulleet', 'vähemmistöt', 'muodostavat', 'noin', '1,7', 'prosenttia', 'väestöstä.', 'Ranskan', 'siirtomaakauden', 'seurauksena', 'maahan', 'tuli', 'monia', 'virkamiehiä', 'ja', 'sotilashenkilöitä', ',', 'joista', 'osa', 'on', 'jäänyt', 'maahan.', 'Lisäksi', 'maassa', 'on', 'ranskalaisia', 'liikemiehiä', 'ja', 'plantaasinomistajia.', '1990-luvun', 'alussa', 'Madagaskarissa', 'työskenteli', 'arviolta', '18000', 'Ranskan', 'kansalaista.', 'Komorilaiset', 'muodostivat', 'historiallisesti', 'merkittävän', 'maan', 'ulkopuolelta', 'tulleen', 'vähemmistön.', 'Heidän', 'lukumääränsä', 'pieneni', 'kuitenkin', 'nykyiseen', '25000', ':', 'een', 'Mahajangan', 'vuoden', '1976', 'rotumellakoiden', 'jälkeen', ',', 'jolloin', '1400', 'komorolaista', 'kuoli', 'ja', '20000', 'lähti', 'maasta.', 'Intian', 'ja', 'Pakistanin', 'alueelta', 'tulleiden', 'jälkeläisiä', 'on', 'maassa', 'noin', '17000', ',', 'ja', 'he', 'ovat', 'keskittyneet', 'maan', 'länsirannikolle.', 'Kiinalaisia', 'on', 'noin', '9000', ',', 'ja', 'he', 'ovat', 'keskittyneet', 'maan', 'itärannikolle', 'ja', 'pääkaupunki', 'Antananarivoon.', '[', '29', ']']",1,0.6
Mihin hiilivetyä käytetään?,Hiilivedyt,finnish,"{'answer_start': array([159]), 'answer_text': array(['energianlähteinä ja kemianteollisuudessa raaka-aineina'],
      dtype=object)}","
Hiilivety on orgaaninen yhdiste, joka koostuu vain hiilestä ja vedystä. Hiilivedyt palavat yleensä hyvin ja liukenevat veteen huonosti. Hiilivetyjä käytetään energianlähteinä ja kemianteollisuudessa raaka-aineina.",https://fi.wikipedia.org/wiki/Hiilivedyt,"['Mihin', 'hiilivetyä', 'käytetään', '?']","['Hiilivety', 'on', 'orgaaninen', 'yhdiste', ',', 'joka', 'koostuu', 'vain', 'hiilestä', 'ja', 'vedystä.', 'Hiilivedyt', 'palavat', 'yleensä', 'hyvin', 'ja', 'liukenevat', 'veteen', 'huonosti.', 'Hiilivetyjä', 'käytetään', 'energianlähteinä', 'ja', 'kemianteollisuudessa', 'raaka-aineina', '.']",1,0.25
